"index","r_odds","b_odds","weight_class"
3370,-210,190,"Featherweight"
3371,250,-275,"Welterweight"
3372,-525,450,"Light Heavyweight"
3373,-130,120,"Heavyweight"
3374,-235,215,"Middleweight"
3375,-230,210,"Welterweight"
3376,-121,111,"Middleweight"
3377,-140,130,"Middleweight"
3378,-115,105,"Heavyweight"
3379,175,-190,"Lightweight"
3380,155,-165,"Featherweight"
3381,-315,285,"Middleweight"
3382,-135,125,"Featherweight"
3383,-320,290,"Lightweight"
3384,-570,480,"Bantamweight"
3385,-215,195,"Light Heavyweight"
3386,-440,390,"Lightweight"
3387,-190,175,"Heavyweight"
3388,-185,170,"Lightweight"
3389,-145,135,"Middleweight"
3390,105,-115,"Middleweight"
3391,-144,134,"Middleweight"
3392,145,-155,"Bantamweight"
3393,-475,420,"Bantamweight"
3394,-140,130,"Lightweight"
3395,-255,235,"Lightweight"
3396,315,-345,"Heavyweight"
3397,380,-430,"Featherweight"
3398,130,-140,"Flyweight"
3399,-185,170,"Heavyweight"
3400,270,-300,"Welterweight"
3401,220,-240,"Heavyweight"
3402,-270,248,"Featherweight"
3403,-130,120,"Welterweight"
3404,-265,245,"Bantamweight"
3405,260,-290,"Lightweight"
3406,-105,-105,"Welterweight"
3407,-125,115,"Bantamweight"
3408,100,-110,"Lightweight"
3409,175,-190,"Flyweight"
3410,190,-210,"Lightweight"
3411,-235,215,"Welterweight"
3412,116,-126,"Lightweight"
3413,-225,205,"Middleweight"
3414,-1650,1300,"Featherweight"
3415,-245,225,"Light Heavyweight"
3416,-400,355,"Welterweight"
3417,-235,215,"Welterweight"
3418,210,-230,"Lightweight"
3419,-140,130,"Light Heavyweight"
3420,-225,185,"Lightweight"
3421,240,-280,"Light Heavyweight"
3422,275,-335,"Welterweight"
3423,-140,120,"Welterweight"
3424,200,-240,"Lightweight"
3425,250,-300,"Bantamweight"
3426,-230,190,"Lightweight"
3427,-170,150,"Lightweight"
3428,-140,120,"Lightweight"
3429,-290,245,"Featherweight"
3430,-280,240,"Bantamweight"
3431,-300,270,"Welterweight"
3432,-167,157,"Welterweight"
3433,-245,225,"Middleweight"
3434,190,-210,"Lightweight"
3435,-280,255,"Featherweight"
3436,-210,190,"Middleweight"
3437,-125,115,"Light Heavyweight"
3438,-200,185,"Lightweight"
3439,-205,188,"Featherweight"
3440,-220,200,"Welterweight"
3441,-215,195,"Bantamweight"
3442,100,-110,"Featherweight"
3443,-450,400,"Middleweight"
3444,-345,315,"Light Heavyweight"
3445,-320,290,"Welterweight"
3446,170,-185,"Lightweight"
3447,285,-315,"Lightweight"
3448,-440,390,"Bantamweight"
3449,-220,200,"Bantamweight"
3450,195,-215,"Flyweight"
3451,-260,240,"Middleweight"
3452,-1000,800,"Light Heavyweight"
3453,-210,190,"Heavyweight"
3454,-475,420,"Light Heavyweight"
3455,177,-192,"Welterweight"
3456,-355,320,"Light Heavyweight"
3457,-115,105,"Welterweight"
3458,-210,190,"Featherweight"
3459,-130,120,"Lightweight"
3460,-250,230,"Featherweight"
3461,-210,190,"Welterweight"
3462,-145,135,"Middleweight"
3463,135,-145,"Lightweight"
3464,-185,170,"Heavyweight"
3465,-310,280,"Welterweight"
3466,-255,235,"Flyweight"
3467,-280,255,"Welterweight"
3468,-185,170,"Lightweight"
3469,135,-145,"Welterweight"
3470,-155,145,"Lightweight"
3471,-170,160,"Lightweight"
3472,177,-192,"Featherweight"
3473,-300,270,"Flyweight"
3474,155,-165,"Heavyweight"
3475,-230,210,"Welterweight"
3476,-156,146,"Bantamweight"
3477,-110,110,"Lightweight"
3478,-255,235,"Welterweight"
3479,-230,210,"Welterweight"
3480,225,-245,"Light Heavyweight"
3481,-155,145,"Featherweight"
3482,150,-160,"Middleweight"
3483,310,-340,"Catch Weight"
3484,-115,105,"Featherweight"
3485,-840,660,"Light Heavyweight"
3486,-245,225,"Flyweight"
3487,-200,185,"Middleweight"
3488,-340,310,"Light Heavyweight"
3489,215,-235,"Featherweight"
3490,-155,145,"Light Heavyweight"
3491,115,-125,"Lightweight"
3492,200,-220,"Welterweight"
3493,-400,355,"Featherweight"
3494,-115,105,"Welterweight"
3495,164,-174,"Bantamweight"
3496,195,-215,"Welterweight"
3497,-185,170,"Lightweight"
3498,-335,305,"Lightweight"
3499,-178,167,"Middleweight"
3500,-660,540,"Middleweight"
3501,150,-160,"Featherweight"
3502,-315,285,"Featherweight"
3503,145,-155,"Middleweight"
3504,155,-165,"Bantamweight"
3505,-155,145,"Bantamweight"
3506,-500,435,"Featherweight"
3507,-400,355,"Light Heavyweight"
3508,-275,250,"Light Heavyweight"
3509,-115,105,"Lightweight"
3510,-220,200,"Welterweight"
3511,-140,130,"Featherweight"
3512,-750,600,"Light Heavyweight"
3513,-200,185,"Featherweight"
3514,-210,190,"Heavyweight"
3515,-190,175,"Featherweight"
3516,110,-120,"Flyweight"
3517,150,-160,"Bantamweight"
3518,-310,280,"Middleweight"
3519,-125,115,"Heavyweight"
3520,-325,295,"Welterweight"
3521,155,-165,"Welterweight"
3522,-125,115,"Middleweight"
3523,120,-130,"Bantamweight"
3524,210,-230,"Light Heavyweight"
3525,-220,200,"Bantamweight"
3526,235,-255,"Featherweight"
3527,155,-165,"Lightweight"
3528,130,-140,"Middleweight"
3529,-380,340,"Light Heavyweight"
3530,-330,300,"Welterweight"
3531,190,-210,"Middleweight"
3532,-415,370,"Bantamweight"
3533,-190,175,"Lightweight"
3534,110,-120,"Bantamweight"
3535,-355,295,"Flyweight"
3536,130,-140,"Middleweight"
3537,-395,350,"Welterweight"
3538,-190,175,"Bantamweight"
3539,-280,255,"Middleweight"
3540,-300,270,"Light Heavyweight"
3541,185,-200,"Middleweight"
3542,-143,133,"Welterweight"
3543,-705,570,"Featherweight"
3544,-115,105,"Bantamweight"
3545,-290,260,"Lightweight"
3546,-153,143,"Lightweight"
3547,-190,175,"Middleweight"
3548,140,-150,"Lightweight"
3549,170,-185,"Lightweight"
3550,125,-135,"Catch Weight"
3551,-315,258,"Middleweight"
3552,240,-260,"Featherweight"
3553,-475,420,"Heavyweight"
3554,-178,167,"Featherweight"
3555,185,-200,"Featherweight"
3556,-120,110,"Middleweight"
3557,185,-200,"Featherweight"
3558,-115,105,"Middleweight"
3559,-260,240,"Featherweight"
3560,-155,145,"Featherweight"
3561,-220,200,"Lightweight"
3562,-355,320,"Lightweight"
3563,-230,190,"Welterweight"
3564,-215,195,"Featherweight"
3565,-165,155,"Featherweight"
3566,-150,140,"Lightweight"
3567,-370,330,"Welterweight"
3568,110,-120,"Featherweight"
3569,-210,190,"Middleweight"
3570,-155,145,"Welterweight"
3571,-330,300,"Welterweight"
3572,140,-150,"Bantamweight"
3573,-110,100,"Flyweight"
3574,-185,170,"Welterweight"
3575,-190,175,"Welterweight"
3576,150,-160,"Bantamweight"
3577,-230,190,"Welterweight"
3578,-105,-105,"Welterweight"
3579,-125,115,"Featherweight"
3580,150,-160,"Bantamweight"
3581,-130,120,"Lightweight"
3582,-130,120,"Middleweight"
3583,-230,210,"Lightweight"
3584,-155,145,"Welterweight"
3585,-178,167,"Welterweight"
3586,240,-260,"Lightweight"
3587,185,-200,"Featherweight"
3588,-140,130,"Featherweight"
3589,-345,315,"Lightweight"
3590,-174,164,"Lightweight"
3591,-310,280,"Lightweight"
3592,177,-192,"Lightweight"
3593,-280,255,"Lightweight"
3594,-185,170,"Bantamweight"
3595,-475,420,"Heavyweight"
3596,-400,355,"Heavyweight"
3597,-162,152,"Heavyweight"
3598,-170,150,"Heavyweight"
3599,-130,120,"Heavyweight"
3600,-260,240,"Featherweight"
3601,-540,460,"Lightweight"
3602,-155,145,"Middleweight"
3603,-130,120,"Welterweight"
3604,-190,175,"Lightweight"
3605,215,-235,"Light Heavyweight"
3606,-118,108,"Featherweight"
3607,290,-350,"Featherweight"
3608,-105,-105,"Welterweight"
3609,-220,200,"Lightweight"
3610,-305,275,"Bantamweight"
3611,130,-140,"Light Heavyweight"
3612,200,-220,"Middleweight"
3613,-160,150,"Middleweight"
3614,170,-185,"Lightweight"
3615,-430,380,"Lightweight"
3616,-365,328,"Lightweight"
3617,110,-120,"Bantamweight"
3618,215,-235,"Bantamweight"
3619,150,-160,"Lightweight"
3620,123,-133,"Welterweight"
3621,-210,190,"Middleweight"
3622,-150,140,"Heavyweight"
3623,-315,285,"Lightweight"
3624,-510,440,"Flyweight"
3625,-185,170,"Welterweight"
3626,245,-265,"Flyweight"
3627,140,-150,"Lightweight"
3628,-110,100,"Featherweight"
3629,240,-280,"Bantamweight"
3630,-130,110,"Middleweight"
3631,-510,440,"Light Heavyweight"
3632,-660,540,"Welterweight"
3633,-215,195,"Heavyweight"
3634,-105,-105,"Bantamweight"
3635,-480,423,"Featherweight"
3636,-290,260,"Lightweight"
3637,-300,270,"Heavyweight"
3638,200,-220,"Welterweight"
3639,200,-220,"Lightweight"
3640,-135,125,"Lightweight"
3641,135,-145,"Welterweight"
3642,215,-235,"Featherweight"
3643,-260,240,"Light Heavyweight"
3644,-380,340,"Middleweight"
3645,-150,140,"Welterweight"
3646,170,-185,"Featherweight"
3647,170,-185,"Welterweight"
3648,-280,255,"Bantamweight"
3649,-185,170,"Welterweight"
3650,177,-192,"Light Heavyweight"
3651,-290,260,"Middleweight"
3652,-250,230,"Lightweight"
3653,-325,295,"Welterweight"
3654,-170,160,"Featherweight"
3655,-145,135,"Welterweight"
3656,-870,680,"Flyweight"
3657,-325,295,"Flyweight"
3658,-125,115,"Middleweight"
3659,-345,315,"Light Heavyweight"
3660,135,-145,"Light Heavyweight"
3661,-460,410,"Featherweight"
3662,-255,235,"Middleweight"
3663,-140,120,"Welterweight"
3664,-145,135,"Featherweight"
3665,200,-220,"Heavyweight"
3666,-130,120,"Lightweight"
3667,-145,135,"Light Heavyweight"
3668,255,-280,"Heavyweight"
3669,315,-345,"Welterweight"
3670,-410,365,"Middleweight"
3671,-185,170,"Featherweight"
3672,-285,258,"Lightweight"
3673,-250,230,"Lightweight"
3674,-290,260,"Bantamweight"
3675,-310,280,"Middleweight"
3676,-290,260,"Bantamweight"
3677,-196,181,"Featherweight"
3678,320,-355,"Welterweight"
3679,101,-111,"Heavyweight"
3680,130,-140,"Middleweight"
3681,-515,410,"Heavyweight"
3682,-255,235,"Bantamweight"
3683,-240,220,"Bantamweight"
3684,-165,155,"Featherweight"
3685,130,-140,"Lightweight"
3686,115,-125,"Lightweight"
3687,-190,175,"Welterweight"
3688,140,-150,"Heavyweight"
3689,-270,248,"Welterweight"
3690,-215,195,"Bantamweight"
3691,-220,200,"Middleweight"
3692,-515,445,"Featherweight"
3693,115,-125,"Bantamweight"
3694,-335,305,"Welterweight"
3695,-365,328,"Welterweight"
3696,-152,142,"Middleweight"
3697,290,-320,"Welterweight"
3698,-191,176,"Light Heavyweight"
3699,-380,340,"Middleweight"
3700,142,-152,"Middleweight"
3701,-355,320,"Lightweight"
3702,-105,-105,"Heavyweight"
3703,110,-130,"Featherweight"
3704,-560,475,"Featherweight"
3705,225,-245,"Lightweight"
3706,-170,160,"Heavyweight"
3707,-145,135,"Middleweight"
3708,140,-150,"Lightweight"
3709,155,-165,"Welterweight"
3710,-430,380,"Bantamweight"
3711,-200,185,"Heavyweight"
3712,135,-145,"Middleweight"
3713,100,-110,"Lightweight"
3714,-360,325,"Welterweight"
3715,-310,280,"Lightweight"
3716,-140,130,"Featherweight"
3717,250,-275,"Bantamweight"
3718,-230,210,"Featherweight"
3719,-125,115,"Middleweight"
3720,-500,435,"Middleweight"
3721,-530,455,"Welterweight"
3722,-305,275,"Lightweight"
3723,-125,115,"Lightweight"
3724,-140,130,"Heavyweight"
3725,-192,177,"Featherweight"
3726,455,-530,"Welterweight"
3727,155,-165,"Featherweight"
3728,130,-140,"Heavyweight"
3729,255,-280,"Lightweight"
3730,-225,205,"Welterweight"
3731,300,-330,"Light Heavyweight"
3732,-165,155,"Featherweight"
3733,-325,295,"Featherweight"
3734,170,-185,"Lightweight"
3735,-345,315,"Welterweight"
3736,-265,245,"Lightweight"
3737,195,-215,"Featherweight"
3738,-475,420,"Light Heavyweight"
3739,-210,190,"Heavyweight"
3740,245,-265,"Light Heavyweight"
3741,-110,100,"Welterweight"
3742,-560,475,"Featherweight"
3743,-255,235,"Light Heavyweight"
3744,-176,166,"Middleweight"
3745,-152,142,"Lightweight"
3746,145,-155,"Bantamweight"
3747,-142,132,"Lightweight"
3748,-230,210,"Welterweight"
3749,315,-345,"Lightweight"
3750,-192,177,"Middleweight"
3751,-320,290,"Featherweight"
3752,-215,195,"Bantamweight"
3753,-350,318,"Lightweight"
3754,205,-225,"Bantamweight"
3755,104,-114,"Featherweight"
3756,-225,205,"Bantamweight"
3757,-105,-115,"Bantamweight"
3758,-160,150,"Featherweight"
3759,-405,360,"Featherweight"
3760,-153,143,"Light Heavyweight"
3761,180,-220,"Middleweight"
3762,-174,164,"Bantamweight"
3763,-110,100,"Welterweight"
3764,138,-148,"Light Heavyweight"
3765,-385,345,"Light Heavyweight"
3766,-410,365,"Bantamweight"
3767,300,-330,"Middleweight"
3768,-155,145,"Lightweight"
3769,-410,365,"Bantamweight"
3770,-135,125,"Welterweight"
3771,-375,335,"Lightweight"
3772,-125,115,"Heavyweight"
3773,245,-265,"Lightweight"
3774,-225,205,"Featherweight"
3775,165,-175,"Featherweight"
3776,-260,240,"Welterweight"
3777,-390,348,"Bantamweight"
3778,-105,-105,"Featherweight"
3779,248,-270,"Bantamweight"
3780,-300,270,"Welterweight"
3781,-120,110,"Light Heavyweight"
3782,205,-225,"Middleweight"
3783,115,-125,"Bantamweight"
3784,-335,305,"Welterweight"
3785,-355,320,"Light Heavyweight"
3786,-660,540,"Lightweight"
3787,120,-130,"Welterweight"
3788,145,-155,"Heavyweight"
3789,-210,190,"Featherweight"
3790,235,-255,"Welterweight"
3791,-205,188,"Bantamweight"
3792,105,-115,"Welterweight"
3793,118,-128,"Heavyweight"
3794,190,-210,"Heavyweight"
3795,-410,365,"Bantamweight"
3796,-315,285,"Featherweight"
3797,215,-235,"Lightweight"
3798,-295,265,"Featherweight"
3799,-380,340,"Light Heavyweight"
3800,-195,180,"Lightweight"
3801,-115,105,"Middleweight"
3802,-120,110,"Middleweight"
3803,-125,115,"Lightweight"
3804,-355,320,"Featherweight"
3805,-260,240,"Middleweight"
3806,215,-235,"Featherweight"
3807,-500,435,"Lightweight"
3808,-290,260,"Middleweight"
3809,-280,255,"Lightweight"
3810,255,-280,"Heavyweight"
3811,-135,125,"Featherweight"
3812,-400,355,"Middleweight"
3813,-155,145,"Middleweight"
3814,-550,425,"Bantamweight"
3815,-165,155,"Heavyweight"
3816,-200,185,"Welterweight"
3817,-220,200,"Lightweight"
3818,-155,145,"Lightweight"
3819,-173,163,"Lightweight"
3820,-390,320,"Bantamweight"
3821,-174,164,"Lightweight"
3822,-260,240,"Welterweight"
3823,100,-110,"Bantamweight"
3824,-500,435,"Light Heavyweight"
3825,350,-395,"Welterweight"
3826,-355,320,"Heavyweight"
3827,-420,375,"Heavyweight"
3828,-255,235,"Lightweight"
3829,-340,310,"Lightweight"
3830,177,-192,"Middleweight"
3831,125,-135,"Featherweight"
3832,-220,200,"Bantamweight"
3833,-152,142,"Light Heavyweight"
3834,-135,125,"Welterweight"
3835,-174,164,"Middleweight"
3836,185,-200,"Featherweight"
3837,-290,260,"Middleweight"
3838,170,-185,"Lightweight"
3839,-415,370,"Lightweight"
3840,-210,175,"Welterweight"
3841,-165,155,"Bantamweight"
3842,140,-150,"Welterweight"
3843,-230,210,"Welterweight"
3844,-130,120,"Featherweight"
3845,320,-390,"Welterweight"
3846,-600,500,"Middleweight"
3847,-210,190,"Light Heavyweight"
3848,248,-270,"Lightweight"
3849,230,-250,"Heavyweight"
3850,-240,220,"Light Heavyweight"
3851,-185,170,"Lightweight"
3852,-245,225,"Middleweight"
3853,-415,370,"Welterweight"
3854,-155,145,"Bantamweight"
3855,-280,255,"Welterweight"
3856,-475,420,"Featherweight"
3857,170,-185,"Bantamweight"
3858,-104,-106,"Welterweight"
3859,-170,160,"Lightweight"
3860,104,-114,"Lightweight"
3861,-395,350,"Welterweight"
3862,-240,220,"Middleweight"
3863,-295,265,"Bantamweight"
3864,122,-132,"Middleweight"
3865,200,-220,"Light Heavyweight"
3866,-420,375,"Featherweight"
3867,-440,390,"Lightweight"
3868,-120,100,"Lightweight"
3869,-385,345,"Bantamweight"
3870,-375,335,"Light Heavyweight"
3871,-320,290,"Middleweight"
3872,115,-125,"Welterweight"
3873,-135,125,"Middleweight"
3874,-255,235,"Welterweight"
3875,140,-150,"Light Heavyweight"
3876,-540,460,"Featherweight"
3877,-164,154,"Bantamweight"
3878,-142,132,"Welterweight"
3879,-210,190,"Featherweight"
3880,130,-140,"Middleweight"
3881,-185,170,"Bantamweight"
3882,-200,185,"Middleweight"
3883,-105,-105,"Lightweight"
3884,500,-600,"Light Heavyweight"
3885,101,-111,"Welterweight"
3886,-280,255,"Lightweight"
3887,-215,195,"Lightweight"
3888,-315,285,"Bantamweight"
3889,205,-245,"Middleweight"
3890,-145,135,"Lightweight"
3891,160,-170,"Bantamweight"
3892,-200,185,"Heavyweight"
3893,415,-470,"Welterweight"
3894,235,-255,"Welterweight"
3895,235,-255,"Heavyweight"
3896,-255,215,"Featherweight"
3897,-170,150,"Featherweight"
3898,-320,260,"Lightweight"
3899,-110,-110,"Welterweight"
3900,145,-165,"Lightweight"
3901,-165,145,"Featherweight"
3902,-560,430,"Lightweight"
3903,145,-155,"Heavyweight"
3904,-220,200,"Featherweight"
3905,-150,140,"Middleweight"
3906,-143,133,"Heavyweight"
3907,325,-400,"Lightweight"
3908,167,-178,"Lightweight"
3909,420,-475,"Middleweight"
3910,265,-325,"Light Heavyweight"
3911,-130,110,"Middleweight"
3912,-335,275,"Featherweight"
3913,115,-135,"Heavyweight"
3914,175,-210,"Featherweight"
3915,-105,-115,"Welterweight"
3916,200,-220,"Lightweight"
3917,-130,110,"Middleweight"
3918,165,-190,"Light Heavyweight"
3919,-175,155,"Welterweight"
3920,300,-360,"Lightweight"
3921,-420,335,"Featherweight"
3922,250,-300,"Welterweight"
3923,170,-200,"Welterweight"
3924,-460,365,"Bantamweight"
3925,-230,190,"Bantamweight"
3926,-305,275,"Light Heavyweight"
3927,-120,110,"Heavyweight"
3928,118,-128,"Heavyweight"
3929,-230,210,"Welterweight"
3930,-140,130,"Middleweight"
3931,-120,110,"Bantamweight"
3932,-125,115,"Middleweight"
3933,-430,380,"Lightweight"
3934,-380,340,"Bantamweight"
3935,315,-345,"Bantamweight"
3936,-455,405,"Welterweight"
3937,-500,435,"Featherweight"
3938,-350,318,"Light Heavyweight"
3939,-102,-108,"Light Heavyweight"
3940,140,-150,"Lightweight"
3941,127,-137,"Welterweight"
3942,-200,185,"Welterweight"
3943,110,-120,"Welterweight"
3944,-185,170,"Bantamweight"
3945,115,-125,"Middleweight"
3946,-170,160,"Lightweight"
3947,-160,150,"Featherweight"
3948,-255,235,"Light Heavyweight"
3949,-173,163,"Welterweight"
3950,220,-240,"Welterweight"
3951,-125,105,"Featherweight"
3952,-300,250,"Heavyweight"
3953,190,-210,"Featherweight"
3954,-390,320,"Welterweight"
3955,-460,365,"Bantamweight"
3956,180,-220,"Heavyweight"
3957,-325,265,"Welterweight"
3958,175,-210,"Middleweight"
3959,160,-185,"Lightweight"
3960,195,-215,"Light Heavyweight"
3961,-400,355,"Bantamweight"
3962,-255,235,"Lightweight"
3963,285,-315,"Middleweight"
3964,225,-245,"Heavyweight"
3965,-185,160,"Light Heavyweight"
3966,-260,220,"Lightweight"
3967,-150,130,"Welterweight"
3968,125,-145,"Lightweight"
3969,-450,360,"Bantamweight"
3970,175,-210,"Catch Weight"
3971,-165,145,"Featherweight"
3972,125,-135,"Welterweight"
3973,160,-170,"Middleweight"
3974,190,-230,"Middleweight"
3975,-310,255,"Bantamweight"
3976,-145,125,"Light Heavyweight"
3977,-130,110,"Lightweight"
3978,105,-115,"Lightweight"
3979,-225,185,"Bantamweight"
3980,185,-225,"Middleweight"
3981,140,-160,"Middleweight"
3982,-235,195,"Light Heavyweight"
3983,170,-185,"Welterweight"
3984,-290,260,"Middleweight"
3985,-360,325,"Lightweight"
3986,260,-320,"Welterweight"
3987,170,-185,"Middleweight"
3988,-185,160,"Lightweight"
3989,-350,290,"Light Heavyweight"
3990,100,-120,"Middleweight"
3991,-190,165,"Light Heavyweight"
3992,-300,250,"Featherweight"
3993,225,-265,"Heavyweight"
3994,-155,135,"Lightweight"
3995,-210,190,"Middleweight"
3996,118,-128,"Light Heavyweight"
3997,-285,258,"Light Heavyweight"
3998,-280,255,"Welterweight"
3999,-320,290,"Bantamweight"
4000,-275,235,"Lightweight"
4001,-365,305,"Featherweight"
4002,-115,-105,"Bantamweight"
4003,-220,180,"Lightweight"
4004,115,-135,"Light Heavyweight"
4005,-240,200,"Welterweight"
4006,205,-225,"Lightweight"
4007,-250,230,"Heavyweight"
4008,-250,230,"Featherweight"
4009,-174,164,"Heavyweight"
4010,-135,125,"Lightweight"
4011,255,-310,"Lightweight"
4012,-125,105,"Welterweight"
4013,290,-350,"Featherweight"
4014,-110,-110,"Lightweight"
4015,-220,180,"Welterweight"
4016,100,-120,"Bantamweight"
4017,137,-147,"Lightweight"
4018,-147,137,"Middleweight"
4019,125,-135,"Light Heavyweight"
4020,121,-131,"Welterweight"
4021,-137,127,"Lightweight"
4022,-300,250,"Lightweight"
4023,250,-300,"Featherweight"
4024,240,-280,"Middleweight"
4025,-225,185,"Featherweight"
4026,-115,-105,"Welterweight"
4027,170,-200,"Lightweight"
4028,-440,390,"Welterweight"
4029,-120,110,"Heavyweight"
4030,140,-150,"Lightweight"
4031,-240,220,"Lightweight"
4032,-300,270,"Welterweight"
4033,210,-250,"Middleweight"
4034,-150,130,"Lightweight"
4035,140,-160,"Middleweight"
4036,-250,210,"Welterweight"
4037,130,-150,"Welterweight"
4038,-145,125,"Lightweight"
4039,-230,190,"Lightweight"
4040,-240,220,"Light Heavyweight"
4041,265,-295,"Middleweight"
4042,-178,167,"Welterweight"
4043,165,-190,"Featherweight"
4044,-110,-110,"Lightweight"
4045,235,-275,"Featherweight"
4046,150,-170,"Lightweight"
4047,-120,100,"Bantamweight"
4048,-190,165,"Featherweight"
4049,140,-160,"Middleweight"
4050,215,-235,"Light Heavyweight"
4051,195,-215,"Welterweight"
4052,-250,230,"Middleweight"
4053,-485,425,"Light Heavyweight"
4054,-225,205,"Lightweight"
4055,120,-130,"Welterweight"
4056,115,-125,"Middleweight"
4057,-160,140,"Welterweight"
4058,355,-445,"Lightweight"
4059,-200,170,"Lightweight"
4060,-230,190,"Lightweight"
4061,-190,175,"Middleweight"
4062,105,-115,"Lightweight"
4063,-265,245,"Welterweight"
4064,-108,-102,"Light Heavyweight"
4065,280,-340,"Welterweight"
4066,-220,180,"Light Heavyweight"
4067,-230,190,"Welterweight"
4068,-220,180,"Middleweight"
4069,-105,-115,"Light Heavyweight"
4070,-115,-105,"Welterweight"
4071,-165,155,"Heavyweight"
4072,-170,160,"Welterweight"
4073,130,-140,"Welterweight"
4074,163,-173,"Light Heavyweight"
4075,125,-145,"Heavyweight"
4076,-250,210,"Middleweight"
4077,-175,155,"Middleweight"
4078,125,-145,"Welterweight"
4079,-200,170,"Lightweight"
4080,-110,-110,"Middleweight"
4081,-225,185,"Heavyweight"
4082,-210,190,"Middleweight"
4083,-170,160,"Welterweight"
4084,-475,420,"Welterweight"
4085,-178,167,"Heavyweight"
4086,145,-165,"Welterweight"
4087,135,-155,"Light Heavyweight"
4088,145,-165,"Heavyweight"
4089,-185,160,"Lightweight"
4090,-210,175,"Lightweight"
4091,200,-240,"Light Heavyweight"
4092,-210,190,"Heavyweight"
4093,160,-170,"Light Heavyweight"
4094,125,-135,"Welterweight"
4095,167,-178,"Lightweight"
4096,-105,-105,"Lightweight"
4097,-255,235,"Middleweight"
4098,-174,164,"Heavyweight"
4099,-280,240,"Lightweight"
4100,140,-160,"Lightweight"
4101,-220,180,"Welterweight"
4102,-190,165,"Heavyweight"
4103,-235,215,"Middleweight"
4104,-155,145,"Lightweight"
4105,-125,115,"Lightweight"
4106,190,-210,"Lightweight"
4107,105,-125,"Lightweight"
4108,-185,160,"Light Heavyweight"
4109,-155,135,"Middleweight"
4110,168,-195,"Middleweight"
4111,140,-160,"Welterweight"
4112,-240,200,"Welterweight"
4113,248,-270,"Lightweight"
4114,-600,500,"Heavyweight"
4115,-210,190,"Middleweight"
4116,-140,130,"Lightweight"
4117,-190,175,"Welterweight"
4118,-320,290,"Lightweight"
4119,-115,105,"Lightweight"
4120,-230,190,"Middleweight"
4121,-200,170,"Welterweight"
4122,-325,265,"Welterweight"
4123,-460,410,"Middleweight"
4124,116,-126,"Welterweight"
4125,116,-126,"Lightweight"
4126,178,-193,"Welterweight"
4127,315,-345,"Heavyweight"
4128,-150,130,"Welterweight"
4129,600,-900,"Light Heavyweight"
4130,-370,310,"Welterweight"
4131,290,-350,"Light Heavyweight"
4132,-200,170,"Heavyweight"
4133,-300,250,"Welterweight"
4134,-752,602,"Light Heavyweight"
4135,185,-200,"Middleweight"
4136,181,-196,"Welterweight"
4137,-320,290,"Lightweight"
4138,-105,-115,"Lightweight"
4139,180,-220,"Welterweight"
4140,-160,140,"Light Heavyweight"
4141,180,-220,"Middleweight"
4142,200,-240,"Lightweight"
4143,-195,168,"Middleweight"
4144,-145,135,"Heavyweight"
4145,177,-192,"Middleweight"
4146,-180,168,"Welterweight"
4147,-190,175,"Light Heavyweight"
4148,-158,148,"Lightweight"
4149,-305,275,"Heavyweight"
4150,150,-170,"Light Heavyweight"
4151,130,-140,"Middleweight"
4152,-250,210,"Middleweight"
4153,170,-200,"Welterweight"
4154,125,-145,"Heavyweight"
4155,-220,180,"Middleweight"
4156,140,-150,"Light Heavyweight"
4157,280,-310,"Middleweight"
4158,-190,165,"Lightweight"
4159,120,-140,"Middleweight"
4160,-200,170,"Lightweight"
4161,-220,180,"Middleweight"
4162,155,-175,"Middleweight"
4163,-160,140,"Middleweight"
4164,165,-190,"Heavyweight"
4165,-119,109,"Light Heavyweight"
4166,163,-173,"Heavyweight"
4167,-218,198,"Welterweight"
4168,170,-185,"Heavyweight"
4169,118,-128,"Welterweight"
4170,-180,168,"Lightweight"
4171,-102,-108,"Lightweight"
4172,205,-245,"Middleweight"
4173,-325,265,"Welterweight"
4174,215,-255,"Welterweight"
4175,110,-130,"Welterweight"
4176,-109,-101,"Light Heavyweight"
4177,-195,180,"Middleweight"
4178,-275,250,"Heavyweight"
4179,435,-500,"Light Heavyweight"
4180,-215,195,"Welterweight"
4181,100,-110,"Welterweight"
4182,-400,355,"Lightweight"
4183,-370,310,"Lightweight"
4184,-310,255,"Light Heavyweight"
4185,-200,170,"Lightweight"
4186,-150,130,"Middleweight"
4187,-190,175,"Light Heavyweight"
4188,-250,230,"Welterweight"
4189,-190,175,"Lightweight"
4190,-103,-107,"Heavyweight"
4191,107,-117,"Middleweight"
4192,-600,450,"Middleweight"
4193,-440,350,"Welterweight"
4194,325,-400,"Welterweight"
4195,190,-230,"Heavyweight"
4196,-255,215,"Welterweight"
4197,-175,155,"Middleweight"
4198,-675,550,"Middleweight"
4199,-780,620,"Lightweight"
4200,-380,340,"Welterweight"
4201,-135,125,"Lightweight"
4202,160,-170,"Middleweight"
4203,350,-440,"Light Heavyweight"
4204,145,-165,"Welterweight"
4205,140,-160,"Welterweight"
4206,220,-260,"Lightweight"
4207,-245,205,"Heavyweight"
4208,-360,300,"Lightweight"
4209,-350,290,"Heavyweight"
4210,-230,190,"Middleweight"
4211,-220,180,"Lightweight"
4212,-190,165,"Lightweight"
4213,190,-230,"Lightweight"
4214,130,-150,"Lightweight"
