"index","r_odds","b_odds","gender"
2390,-245,205,"male"
2391,-150,130,"male"
2392,100,-120,"female"
2393,120,-140,"male"
2394,-260,220,"male"
2395,160,-185,"male"
2396,-105,-115,"male"
2397,-460,365,"male"
2398,140,-160,"male"
2399,-750,525,"female"
2400,-800,550,"male"
2401,265,-325,"male"
2402,-200,170,"male"
2403,-255,215,"male"
2404,-145,125,"male"
2405,-170,150,"male"
2406,175,-210,"male"
2407,135,-155,"male"
2408,-450,400,"male"
2409,-160,140,"female"
2410,-380,340,"male"
2411,150,-160,"male"
2412,600,-750,"male"
2413,-370,330,"male"
2414,-335,305,"male"
2415,-120,110,"male"
2416,-310,280,"male"
2417,-660,540,"male"
2418,575,-710,"male"
2419,-125,115,"female"
2420,-660,540,"female"
2421,425,-550,"female"
2422,-140,130,"male"
2423,-250,230,"male"
2424,-240,220,"male"
2425,-260,240,"male"
2426,135,-145,"male"
2427,150,-160,"male"
2428,-705,570,"male"
2429,-200,185,"male"
2430,105,-115,"male"
2431,-155,145,"male"
2432,-135,125,"male"
2433,-340,280,"male"
2434,-380,340,"male"
2435,-925,725,"male"
2436,185,-200,"male"
2437,-270,248,"female"
2438,-410,365,"male"
2439,-225,205,"male"
2440,225,-245,"male"
2441,-260,240,"male"
2442,155,-165,"male"
2443,-450,400,"male"
2444,-815,645,"male"
2445,105,-115,"male"
2446,145,-155,"male"
2447,-975,775,"male"
2448,155,-165,"male"
2449,-230,210,"male"
2450,110,-120,"male"
2451,-240,220,"male"
2452,-355,320,"male"
2453,-185,170,"male"
2454,170,-185,"male"
2455,-300,270,"male"
2456,-140,130,"male"
2457,165,-175,"female"
2458,540,-660,"male"
2459,-220,200,"male"
2460,-135,125,"male"
2461,145,-155,"male"
2462,-175,165,"male"
2463,-290,260,"male"
2464,380,-430,"male"
2465,-190,175,"male"
2466,-130,120,"male"
2467,140,-150,"male"
2468,165,-175,"male"
2469,-175,155,"male"
2470,-130,110,"male"
2471,-1050,850,"male"
2472,-925,725,"male"
2473,380,-430,"male"
2474,178,-215,"male"
2475,-975,775,"male"
2476,125,-135,"male"
2477,-1000,800,"male"
2478,140,-150,"male"
2479,160,-170,"male"
2480,167,-178,"male"
2481,505,-605,"male"
2482,-345,315,"male"
2483,-165,155,"male"
2484,-125,115,"male"
2485,215,-235,"male"
2486,210,-230,"male"
2487,-192,177,"male"
2488,-125,115,"male"
2489,-130,120,"male"
2490,-525,450,"male"
2491,-840,660,"male"
2492,-255,235,"male"
2493,100,-110,"male"
2494,-185,170,"male"
2495,-705,570,"male"
2496,-200,185,"male"
2497,-220,200,"female"
2498,-860,675,"male"
2499,-1000,800,"male"
2500,135,-145,"male"
2501,115,-125,"male"
2502,-400,325,"male"
2503,-155,145,"male"
2504,-450,400,"male"
2505,120,-130,"male"
2506,210,-230,"male"
2507,420,-475,"male"
2508,160,-170,"male"
2509,165,-175,"male"
2510,-400,355,"male"
2511,-275,250,"male"
2512,-200,185,"male"
2513,120,-130,"male"
2514,-280,240,"female"
2515,-570,480,"male"
2516,230,-250,"male"
2517,-450,400,"male"
2518,-210,190,"male"
2519,-230,210,"male"
2520,-225,185,"male"
2521,-270,248,"male"
2522,-110,-110,"female"
2523,-185,170,"male"
2524,200,-220,"male"
2525,230,-250,"male"
2526,130,-140,"female"
2527,-345,285,"female"
2528,-190,175,"female"
2529,-650,535,"female"
2530,-740,595,"female"
2531,-220,200,"female"
2532,165,-175,"female"
2533,-220,200,"male"
2534,-315,285,"male"
2535,-450,400,"male"
2536,-315,285,"male"
2537,-325,295,"male"
2538,-925,725,"male"
2539,-140,130,"male"
2540,-500,435,"male"
2541,175,-190,"female"
2542,-240,220,"male"
2543,115,-125,"male"
2544,-170,160,"male"
2545,140,-150,"male"
2546,-175,165,"male"
2547,-420,375,"male"
2548,-430,380,"male"
2549,-175,165,"male"
2550,-230,210,"male"
2551,-420,375,"male"
2552,-280,255,"male"
2553,-265,245,"male"
2554,100,-110,"female"
2555,375,-420,"male"
2556,-430,380,"male"
2557,145,-155,"male"
2558,155,-165,"male"
2559,-255,235,"male"
2560,-160,150,"male"
2561,-230,210,"male"
2562,215,-235,"male"
2563,-295,265,"female"
2564,-600,450,"male"
2565,-135,125,"male"
2566,205,-225,"male"
2567,-160,150,"male"
2568,-380,340,"male"
2569,195,-215,"male"
2570,-440,390,"male"
2571,110,-130,"female"
2572,-150,140,"male"
2573,-280,255,"male"
2574,115,-125,"male"
2575,-365,328,"male"
2576,435,-500,"male"
2577,-525,450,"male"
2578,-130,120,"male"
2579,170,-185,"male"
2580,-178,167,"male"
2581,-475,420,"male"
2582,200,-220,"male"
2583,-150,140,"male"
2584,310,-340,"male"
2585,-105,-105,"male"
2586,-290,260,"male"
2587,540,-660,"male"
2588,-200,185,"male"
2589,-210,190,"male"
2590,-130,120,"male"
2591,-220,200,"male"
2592,-245,225,"male"
2593,185,-200,"male"
2594,-700,568,"male"
2595,195,-215,"male"
2596,150,-160,"male"
2597,-405,360,"male"
2598,-105,-105,"male"
2599,-430,380,"male"
2600,-450,400,"male"
2601,-320,290,"male"
2602,-340,280,"male"
2603,-430,380,"male"
2604,-750,600,"male"
2605,-110,100,"male"
2606,-525,450,"male"
2607,-160,150,"male"
2608,-500,435,"male"
2609,-440,390,"male"
2610,-525,450,"male"
2611,-360,325,"male"
2612,480,-570,"male"
2613,-265,245,"male"
2614,-1000,650,"male"
2615,-120,110,"male"
2616,-205,188,"male"
2617,-290,260,"male"
2618,-140,130,"male"
2619,130,-140,"male"
2620,-150,140,"male"
2621,-260,240,"male"
2622,-1450,1150,"male"
2623,-135,125,"male"
2624,240,-260,"male"
2625,-133,123,"male"
2626,-215,195,"female"
2627,-560,475,"male"
2628,-320,290,"male"
2629,340,-380,"male"
2630,-240,220,"male"
2631,220,-240,"male"
2632,145,-155,"male"
2633,-120,110,"male"
2634,-605,505,"male"
2635,-155,145,"male"
2636,-310,280,"female"
2637,-235,215,"male"
2638,-660,540,"male"
2639,-295,265,"male"
2640,-145,135,"male"
2641,-660,540,"male"
2642,-150,140,"male"
2643,-130,120,"male"
2644,-135,125,"male"
2645,-430,380,"male"
2646,-235,215,"male"
2647,-210,190,"male"
2648,-105,-105,"male"
2649,-315,285,"male"
2650,-110,100,"female"
2651,-130,120,"male"
2652,-130,120,"male"
2653,-185,170,"male"
2654,215,-235,"male"
2655,115,-125,"male"
2656,-185,170,"male"
2657,-330,300,"male"
2658,116,-126,"male"
2659,190,-210,"male"
2660,230,-250,"male"
2661,-600,500,"male"
2662,-185,170,"male"
2663,-500,435,"male"
2664,170,-185,"male"
2665,-1100,900,"male"
2666,-265,245,"male"
2667,-145,135,"female"
2668,170,-185,"male"
2669,-115,105,"male"
2670,145,-165,"male"
2671,205,-225,"male"
2672,-155,135,"male"
2673,-510,440,"male"
2674,245,-265,"male"
2675,-210,190,"male"
2676,-950,625,"male"
2677,-125,115,"male"
2678,145,-155,"male"
2679,135,-145,"male"
2680,130,-140,"male"
2681,145,-155,"male"
2682,-385,345,"male"
2683,-335,305,"male"
2684,-235,215,"male"
2685,-210,190,"male"
2686,140,-150,"male"
2687,205,-225,"male"
2688,175,-190,"male"
2689,-225,205,"male"
2690,130,-140,"male"
2691,380,-430,"male"
2692,200,-220,"male"
2693,130,-150,"female"
2694,-185,170,"male"
2695,150,-160,"male"
2696,285,-315,"male"
2697,-155,145,"male"
2698,-200,185,"male"
2699,-135,125,"male"
2700,290,-320,"male"
2701,-570,480,"female"
2702,-125,115,"male"
2703,110,-120,"male"
2704,-325,295,"male"
2705,-660,540,"male"
2706,155,-175,"male"
2707,-380,340,"male"
2708,215,-235,"male"
2709,205,-225,"male"
2710,167,-179,"male"
2711,175,-190,"male"
2712,275,-305,"male"
2713,135,-145,"male"
2714,285,-315,"female"
2715,-210,190,"male"
2716,-690,560,"male"
2717,-840,660,"male"
2718,149,-159,"male"
2719,-460,410,"male"
2720,-295,265,"male"
2721,-155,145,"male"
2722,-130,120,"male"
2723,-155,145,"male"
2724,115,-125,"male"
2725,225,-245,"male"
2726,-240,220,"male"
2727,-320,260,"male"
2728,-300,270,"male"
2729,-135,125,"male"
2730,-345,315,"male"
2731,155,-175,"male"
2732,-165,155,"male"
2733,120,-130,"female"
2734,230,-250,"male"
2735,170,-185,"male"
2736,-560,475,"female"
2737,-370,330,"male"
2738,-265,245,"male"
2739,-150,140,"male"
2740,-185,170,"male"
2741,-290,260,"male"
2742,200,-220,"male"
2743,115,-125,"male"
2744,-420,375,"male"
2745,210,-230,"male"
2746,210,-230,"male"
2747,-750,600,"male"
2748,-185,170,"male"
2749,-900,700,"female"
2750,-310,255,"male"
2751,-115,105,"male"
2752,-705,570,"male"
2753,115,-125,"male"
2754,-240,220,"male"
2755,-185,170,"male"
2756,160,-170,"male"
2757,168,-180,"male"
2758,-225,205,"male"
2759,-275,250,"male"
2760,-270,248,"male"
2761,-270,248,"male"
2762,140,-150,"male"
2763,-177,166,"male"
2764,170,-185,"male"
2765,-185,170,"male"
2766,170,-200,"male"
2767,-460,410,"male"
2768,-140,130,"male"
2769,-200,170,"male"
2770,155,-165,"male"
2771,185,-200,"male"
2772,-250,230,"male"
2773,-165,155,"male"
2774,-125,115,"male"
2775,-105,-105,"male"
2776,-290,260,"male"
2777,-120,110,"male"
2778,-265,245,"male"
2779,-690,560,"male"
2780,-115,105,"male"
2781,-165,155,"male"
2782,140,-150,"male"
2783,-165,155,"male"
2784,-450,400,"male"
2785,125,-135,"female"
2786,200,-220,"male"
2787,-185,170,"male"
2788,140,-150,"male"
2789,-105,-105,"male"
2790,-225,205,"male"
2791,120,-130,"male"
2792,-570,480,"male"
2793,-280,255,"male"
2794,145,-155,"male"
2795,-120,110,"male"
2796,540,-660,"male"
2797,-105,-105,"male"
2798,-245,225,"male"
2799,-150,140,"male"
2800,-310,280,"male"
2801,-650,535,"male"
2802,185,-200,"male"
2803,185,-200,"male"
2804,-455,405,"male"
2805,-320,290,"male"
2806,290,-320,"male"
2807,-500,435,"male"
2808,-175,165,"male"
2809,-325,295,"male"
2810,-320,290,"male"
2811,-150,140,"male"
2812,-295,265,"male"
2813,235,-255,"male"
2814,-165,155,"male"
2815,-155,145,"male"
2816,-245,225,"male"
2817,-140,130,"male"
2818,-105,-105,"male"
2819,305,-335,"male"
2820,140,-150,"male"
2821,205,-225,"male"
2822,160,-170,"male"
2823,-910,710,"male"
2824,-750,525,"male"
2825,-170,160,"male"
2826,-145,135,"male"
2827,-215,195,"male"
2828,-150,140,"male"
2829,-315,285,"male"
2830,-355,320,"male"
2831,-430,380,"male"
2832,-260,240,"male"
2833,-140,130,"male"
2834,-125,115,"male"
2835,210,-230,"male"
2836,160,-170,"male"
2837,-295,265,"male"
2838,275,-305,"male"
2839,-310,280,"male"
2840,135,-145,"male"
2841,135,-155,"male"
2842,-210,190,"male"
2843,-560,475,"male"
2844,-935,735,"male"
2845,460,-540,"male"
2846,-290,260,"male"
2847,245,-265,"male"
2848,-440,390,"male"
2849,-240,220,"male"
2850,-1000,800,"male"
2851,-185,170,"male"
2852,125,-135,"male"
2853,-450,400,"male"
2854,-155,145,"male"
2855,-135,125,"female"
2856,-355,320,"male"
2857,-110,100,"male"
2858,200,-220,"male"
2859,-185,170,"female"
2860,160,-170,"male"
2861,-145,135,"male"
2862,275,-305,"male"
2863,-480,423,"male"
2864,-265,245,"male"
2865,-115,105,"male"
2866,-295,265,"male"
2867,-420,375,"male"
2868,-155,145,"male"
2869,-140,130,"male"
2870,-290,260,"male"
2871,-200,185,"male"
2872,185,-200,"male"
2873,175,-190,"male"
2874,145,-155,"male"
2875,-1050,850,"male"
2876,-105,-105,"male"
2877,-265,245,"female"
2878,-660,540,"male"
2879,-155,145,"male"
2880,-660,540,"male"
2881,-235,215,"male"
2882,-230,210,"male"
2883,-315,285,"male"
2884,150,-160,"male"
2885,-140,130,"male"
2886,365,-410,"male"
2887,235,-255,"male"
2888,-280,255,"male"
2889,-545,465,"male"
2890,210,-230,"male"
2891,-170,160,"male"
2892,-165,155,"male"
2893,-380,340,"male"
2894,275,-305,"male"
2895,260,-290,"male"
2896,285,-315,"male"
2897,-185,170,"male"
2898,-840,660,"male"
2899,170,-185,"male"
2900,-135,125,"male"
2901,-135,125,"male"
2902,285,-315,"male"
2903,-365,328,"male"
2904,-200,185,"male"
2905,160,-170,"male"
2906,160,-170,"male"
2907,-500,435,"male"
2908,-170,160,"male"
2909,230,-250,"female"
2910,-260,240,"male"
2911,290,-320,"male"
2912,-155,145,"male"
2913,550,-675,"male"
2914,145,-155,"male"
2915,-210,190,"male"
2916,-525,450,"male"
2917,-150,140,"male"
2918,-1000,800,"male"
2919,-280,255,"male"
2920,125,-135,"male"
2921,-430,345,"male"
2922,-225,205,"male"
2923,-265,225,"male"
2924,155,-165,"male"
2925,-290,260,"male"
2926,-295,265,"male"
2927,-115,105,"male"
2928,-475,420,"male"
2929,185,-200,"male"
2930,-160,150,"male"
2931,125,-135,"male"
2932,-440,390,"male"
2933,-360,325,"female"
2934,-750,600,"male"
2935,-290,260,"male"
2936,-165,155,"male"
2937,120,-130,"male"
2938,-150,140,"female"
2939,-270,248,"male"
2940,280,-340,"male"
2941,-230,210,"male"
2942,423,-480,"male"
2943,275,-305,"male"
2944,-210,190,"male"
2945,-500,435,"male"
2946,-1100,900,"male"
2947,-135,125,"male"
2948,-735,590,"male"
2949,230,-250,"male"
2950,150,-160,"male"
2951,-155,145,"male"
2952,-215,195,"male"
2953,100,-110,"male"
2954,195,-215,"male"
2955,-105,-105,"male"
2956,-335,305,"male"
2957,-750,600,"male"
2958,375,-420,"male"
2959,135,-145,"male"
2960,-115,105,"male"
2961,-125,115,"male"
2962,-170,160,"male"
2963,115,-125,"male"
2964,-150,140,"male"
2965,-200,185,"male"
2966,130,-140,"male"
2967,135,-145,"male"
2968,-310,280,"male"
2969,-290,260,"male"
2970,-170,160,"male"
2971,105,-115,"male"
2972,177,-192,"male"
2973,-500,400,"male"
2974,-185,170,"male"
2975,290,-320,"male"
2976,-240,220,"male"
2977,255,-280,"male"
2978,-400,355,"male"
2979,-405,360,"male"
2980,-260,240,"male"
2981,-330,270,"male"
2982,-210,190,"male"
2983,-210,190,"male"
2984,-120,110,"male"
2985,-155,145,"male"
2986,165,-175,"male"
2987,-130,120,"male"
2988,-270,248,"male"
2989,-150,140,"male"
2990,-200,185,"male"
2991,-240,200,"male"
2992,-102,-108,"male"
2993,140,-160,"male"
2994,-325,295,"male"
2995,-265,245,"male"
2996,-165,155,"male"
2997,175,-190,"male"
2998,-350,318,"male"
2999,-360,325,"male"
3000,-120,110,"male"
3001,165,-175,"male"
3002,-680,555,"female"
3003,-135,125,"male"
3004,-420,375,"male"
3005,-240,220,"male"
3006,295,-325,"male"
3007,-145,135,"male"
3008,-310,280,"male"
3009,135,-145,"male"
3010,120,-130,"male"
3011,-165,155,"male"
3012,-135,125,"male"
3013,-150,130,"male"
3014,-900,600,"male"
3015,-175,165,"male"
3016,110,-120,"male"
3017,255,-280,"male"
3018,140,-150,"male"
3019,-220,200,"male"
3020,-265,245,"male"
3021,130,-140,"male"
3022,210,-230,"male"
3023,140,-150,"male"
3024,125,-135,"male"
3025,-525,450,"male"
3026,-170,160,"male"
3027,-140,130,"male"
3028,-170,160,"female"
3029,-325,295,"male"
3030,-190,165,"male"
3031,310,-340,"male"
3032,-235,215,"male"
3033,540,-660,"male"
3034,-120,110,"male"
3035,-290,260,"female"
3036,-200,185,"male"
3037,-245,225,"female"
3038,400,-450,"female"
3039,177,-192,"male"
3040,-105,-105,"male"
3041,-245,225,"male"
3042,-230,210,"male"
3043,-115,105,"male"
3044,-192,177,"male"
3045,-240,220,"male"
3046,-410,365,"male"
3047,100,-110,"male"
3048,-160,150,"male"
3049,-125,115,"male"
3050,165,-175,"male"
3051,190,-210,"male"
3052,-425,378,"male"
3053,-320,290,"male"
3054,355,-400,"male"
3055,310,-340,"male"
3056,-220,200,"male"
3057,-165,155,"male"
3058,-320,290,"male"
3059,325,-360,"male"
3060,105,-115,"male"
3061,-185,170,"male"
3062,-120,110,"male"
3063,140,-150,"male"
3064,-245,225,"male"
3065,130,-140,"male"
3066,-115,105,"male"
3067,-380,340,"male"
3068,-190,165,"female"
3069,145,-155,"male"
3070,125,-135,"male"
3071,110,-120,"male"
3072,105,-115,"male"
3073,125,-135,"male"
3074,-190,175,"male"
3075,115,-125,"female"
3076,375,-420,"male"
3077,235,-255,"male"
3078,-145,135,"male"
3079,-170,160,"male"
3080,-380,340,"male"
3081,130,-140,"male"
3082,-150,140,"male"
3083,-175,165,"male"
3084,-175,165,"male"
3085,375,-420,"male"
3086,-160,150,"male"
3087,185,-200,"male"
3088,110,-120,"female"
3089,185,-200,"male"
3090,-440,390,"male"
3091,295,-325,"male"
3092,-200,185,"male"
3093,-500,435,"male"
3094,-545,465,"male"
3095,135,-155,"male"
3096,-400,355,"male"
3097,-145,135,"male"
3098,170,-185,"male"
3099,-190,175,"female"
3100,135,-145,"male"
3101,175,-190,"male"
3102,-420,375,"male"
3103,185,-200,"male"
3104,135,-145,"male"
3105,-355,295,"male"
3106,-170,160,"male"
3107,-380,340,"male"
3108,-155,145,"male"
3109,210,-230,"male"
3110,210,-230,"male"
3111,-345,315,"male"
3112,-310,280,"male"
3113,-345,315,"male"
3114,-255,215,"male"
3115,-840,660,"male"
3116,-750,600,"male"
3117,145,-155,"male"
3118,-145,135,"male"
3119,245,-265,"male"
3120,375,-420,"male"
3121,-125,115,"male"
3122,380,-430,"male"
3123,150,-160,"male"
3124,-150,140,"male"
3125,105,-115,"male"
3126,130,-140,"male"
3127,230,-250,"male"
3128,-330,300,"male"
3129,210,-230,"male"
3130,-720,580,"male"
3131,-310,280,"male"
3132,-250,230,"male"
3133,315,-345,"male"
3134,-275,250,"male"
3135,-110,100,"male"
3136,100,-110,"male"
3137,255,-280,"male"
3138,-220,200,"male"
3139,100,-110,"male"
3140,167,-178,"male"
3141,-500,435,"male"
3142,-155,145,"male"
3143,-200,185,"male"
3144,-105,-105,"male"
3145,210,-230,"male"
3146,-255,235,"male"
3147,210,-230,"male"
3148,120,-130,"male"
3149,185,-200,"male"
3150,120,-130,"male"
3151,-280,255,"male"
3152,105,-115,"male"
3153,-310,280,"male"
3154,170,-185,"male"
3155,160,-170,"male"
3156,-525,450,"male"
3157,-315,285,"male"
3158,248,-270,"male"
3159,145,-165,"male"
3160,-130,120,"male"
3161,-125,115,"male"
3162,115,-125,"male"
3163,-160,150,"male"
3164,-150,140,"male"
3165,-215,195,"male"
3166,-125,115,"male"
3167,-475,420,"male"
3168,-245,225,"male"
3169,290,-320,"male"
3170,-245,225,"male"
3171,-210,190,"male"
3172,-178,167,"male"
3173,-140,130,"male"
3174,350,-440,"male"
3175,-190,175,"male"
3176,-875,685,"male"
3177,-325,295,"male"
3178,-460,410,"male"
3179,-160,150,"male"
3180,-400,355,"male"
3181,-500,435,"male"
3182,-195,180,"female"
3183,-161,151,"male"
3184,-455,405,"male"
3185,-1000,800,"male"
3186,-120,110,"male"
3187,-192,177,"male"
3188,-420,375,"male"
3189,-230,210,"male"
3190,-345,315,"male"
3191,-500,435,"female"
3192,255,-280,"male"
3193,-265,245,"male"
3194,145,-155,"male"
3195,165,-190,"male"
3196,-175,165,"male"
3197,170,-185,"female"
3198,220,-240,"male"
3199,-220,200,"male"
3200,-230,210,"male"
3201,-640,470,"male"
3202,-155,145,"male"
3203,100,-110,"male"
3204,-178,167,"male"
3205,140,-150,"male"
3206,-131,121,"male"
3207,-155,135,"male"
3208,-600,500,"male"
3209,-280,250,"male"
3210,-660,540,"male"
3211,-190,175,"male"
3212,-275,250,"male"
3213,-310,280,"male"
3214,-500,435,"female"
3215,105,-115,"male"
3216,190,-210,"male"
3217,-290,260,"male"
3218,130,-140,"male"
3219,-136,126,"male"
3220,230,-250,"male"
3221,-340,310,"male"
3222,245,-265,"male"
3223,140,-150,"male"
3224,190,-210,"male"
3225,-410,365,"male"
3226,-440,390,"male"
3227,-330,300,"male"
3228,-430,380,"male"
3229,200,-220,"male"
3230,-170,160,"male"
3231,-155,145,"male"
3232,115,-125,"male"
3233,-240,220,"male"
3234,-705,570,"male"
3235,-475,420,"male"
3236,-420,375,"male"
3237,-135,125,"male"
3238,-270,248,"male"
3239,150,-160,"male"
3240,-295,265,"male"
3241,-140,130,"male"
3242,-305,275,"male"
3243,-170,160,"male"
3244,-295,265,"male"
3245,-170,160,"male"
3246,-105,-105,"male"
3247,-600,500,"male"
3248,-210,190,"male"
3249,-300,270,"male"
3250,-109,-101,"male"
3251,-320,290,"male"
3252,-255,235,"male"
3253,-190,175,"male"
3254,-525,450,"male"
3255,-265,245,"male"
3256,105,-115,"male"
3257,-165,155,"male"
3258,-315,285,"male"
3259,-875,685,"male"
3260,-175,165,"male"
3261,-235,215,"male"
3262,-280,255,"male"
3263,-250,230,"male"
3264,-185,170,"male"
3265,135,-145,"male"
3266,-570,480,"female"
3267,100,-110,"male"
3268,-205,188,"male"
3269,-115,105,"male"
3270,-310,280,"male"
3271,335,-375,"male"
3272,-145,135,"male"
3273,290,-320,"male"
3274,-615,510,"male"
3275,-110,100,"male"
3276,190,-210,"male"
3277,-570,480,"male"
3278,100,-120,"male"
3279,-320,290,"male"
3280,-175,165,"male"
3281,165,-175,"male"
3282,-440,390,"male"
3283,-285,258,"male"
3284,105,-115,"female"
3285,-245,225,"male"
3286,-210,190,"male"
3287,-455,405,"male"
3288,-115,105,"male"
3289,-130,120,"male"
3290,130,-140,"male"
3291,140,-150,"male"
3292,180,-195,"male"
3293,100,-110,"male"
3294,-710,575,"male"
3295,310,-340,"male"
3296,-250,230,"male"
3297,-145,135,"male"
3298,-220,200,"male"
3299,420,-475,"male"
3300,260,-290,"male"
3301,-240,220,"male"
3302,175,-190,"male"
3303,140,-150,"male"
3304,240,-260,"male"
3305,125,-135,"male"
3306,-120,110,"male"
3307,-545,465,"male"
3308,-115,105,"male"
3309,-135,125,"male"
3310,-145,135,"male"
3311,-450,400,"male"
3312,-190,175,"male"
3313,210,-230,"male"
3314,250,-300,"male"
3315,-130,120,"male"
3316,-370,330,"male"
3317,-660,540,"male"
3318,110,-120,"male"
3319,270,-300,"male"
3320,-205,188,"male"
3321,211,-231,"male"
3322,185,-200,"male"
3323,-150,140,"male"
3324,-170,160,"male"
3325,110,-120,"male"
3326,-215,195,"male"
3327,105,-115,"male"
3328,110,-120,"male"
3329,248,-270,"male"
3330,-900,700,"female"
3331,-192,177,"male"
3332,-350,318,"male"
3333,-370,330,"male"
3334,-310,280,"male"
3335,-105,-105,"male"
3336,-190,175,"male"
3337,-410,365,"male"
3338,150,-160,"male"
3339,135,-145,"male"
3340,135,-145,"male"
3341,145,-155,"male"
3342,-295,265,"male"
3343,100,-110,"male"
3344,-200,185,"male"
3345,-330,300,"male"
3346,-230,190,"male"
3347,-105,-105,"male"
3348,-355,320,"male"
3349,-107,-103,"male"
3350,145,-155,"male"
3351,-110,100,"male"
3352,-127,117,"male"
3353,185,-200,"male"
3354,-175,165,"male"
3355,-525,450,"male"
3356,-440,390,"male"
3357,-171,161,"male"
3358,-210,190,"male"
3359,125,-135,"male"
3360,-160,150,"male"
3361,-430,380,"male"
3362,-215,195,"male"
3363,-135,125,"male"
3364,275,-305,"male"
3365,-245,205,"male"
3366,215,-235,"male"
3367,-150,140,"male"
3368,-225,205,"male"
3369,-185,170,"male"
3370,-210,190,"male"
3371,250,-275,"male"
3372,-525,450,"male"
3373,-130,120,"male"
3374,-235,215,"male"
3375,-230,210,"male"
3376,-121,111,"male"
3377,-140,130,"male"
3378,-115,105,"male"
3379,175,-190,"male"
3380,155,-165,"male"
3381,-315,285,"male"
3382,-135,125,"male"
3383,-320,290,"male"
3384,-570,480,"male"
3385,-215,195,"male"
3386,-440,390,"male"
3387,-190,175,"male"
3388,-185,170,"male"
3389,-145,135,"male"
3390,105,-115,"male"
3391,-144,134,"male"
3392,145,-155,"male"
3393,-475,420,"male"
3394,-140,130,"male"
3395,-255,235,"male"
3396,315,-345,"male"
3397,380,-430,"male"
3398,130,-140,"male"
3399,-185,170,"male"
3400,270,-300,"male"
3401,220,-240,"male"
3402,-270,248,"male"
3403,-130,120,"male"
3404,-265,245,"male"
3405,260,-290,"male"
3406,-105,-105,"male"
3407,-125,115,"male"
3408,100,-110,"male"
3409,175,-190,"male"
3410,190,-210,"male"
3411,-235,215,"male"
3412,116,-126,"male"
3413,-225,205,"male"
3414,-1650,1300,"male"
3415,-245,225,"male"
3416,-400,355,"male"
3417,-235,215,"male"
3418,210,-230,"male"
3419,-140,130,"male"
3420,-225,185,"male"
3421,240,-280,"male"
3422,275,-335,"male"
3423,-140,120,"male"
3424,200,-240,"male"
3425,250,-300,"male"
3426,-230,190,"male"
3427,-170,150,"male"
3428,-140,120,"male"
3429,-290,245,"male"
3430,-280,240,"male"
3431,-300,270,"male"
3432,-167,157,"male"
3433,-245,225,"male"
3434,190,-210,"male"
3435,-280,255,"male"
3436,-210,190,"male"
3437,-125,115,"male"
3438,-200,185,"male"
3439,-205,188,"male"
3440,-220,200,"male"
3441,-215,195,"male"
3442,100,-110,"male"
3443,-450,400,"male"
3444,-345,315,"male"
3445,-320,290,"male"
3446,170,-185,"male"
3447,285,-315,"male"
3448,-440,390,"male"
3449,-220,200,"male"
3450,195,-215,"male"
3451,-260,240,"male"
3452,-1000,800,"male"
3453,-210,190,"male"
3454,-475,420,"male"
3455,177,-192,"male"
3456,-355,320,"male"
3457,-115,105,"male"
3458,-210,190,"male"
3459,-130,120,"male"
3460,-250,230,"male"
3461,-210,190,"male"
3462,-145,135,"male"
3463,135,-145,"male"
3464,-185,170,"male"
3465,-310,280,"male"
3466,-255,235,"male"
3467,-280,255,"male"
3468,-185,170,"male"
3469,135,-145,"male"
3470,-155,145,"male"
3471,-170,160,"male"
3472,177,-192,"male"
3473,-300,270,"male"
3474,155,-165,"male"
3475,-230,210,"male"
3476,-156,146,"male"
3477,-110,110,"male"
3478,-255,235,"male"
3479,-230,210,"male"
3480,225,-245,"male"
3481,-155,145,"male"
3482,150,-160,"male"
3483,310,-340,"male"
3484,-115,105,"male"
3485,-840,660,"male"
3486,-245,225,"male"
3487,-200,185,"male"
3488,-340,310,"male"
3489,215,-235,"male"
3490,-155,145,"male"
3491,115,-125,"male"
3492,200,-220,"male"
3493,-400,355,"male"
3494,-115,105,"male"
3495,164,-174,"male"
3496,195,-215,"male"
3497,-185,170,"male"
3498,-335,305,"male"
3499,-178,167,"male"
3500,-660,540,"male"
3501,150,-160,"male"
3502,-315,285,"male"
3503,145,-155,"male"
3504,155,-165,"male"
3505,-155,145,"male"
3506,-500,435,"male"
3507,-400,355,"male"
3508,-275,250,"male"
3509,-115,105,"male"
3510,-220,200,"male"
3511,-140,130,"male"
3512,-750,600,"male"
3513,-200,185,"male"
3514,-210,190,"male"
3515,-190,175,"male"
3516,110,-120,"male"
3517,150,-160,"male"
3518,-310,280,"male"
3519,-125,115,"male"
3520,-325,295,"male"
3521,155,-165,"male"
3522,-125,115,"male"
3523,120,-130,"male"
3524,210,-230,"male"
3525,-220,200,"male"
3526,235,-255,"male"
3527,155,-165,"male"
3528,130,-140,"male"
3529,-380,340,"male"
3530,-330,300,"male"
3531,190,-210,"male"
3532,-415,370,"male"
3533,-190,175,"male"
3534,110,-120,"male"
3535,-355,295,"male"
3536,130,-140,"male"
3537,-395,350,"male"
3538,-190,175,"male"
3539,-280,255,"male"
3540,-300,270,"male"
3541,185,-200,"male"
3542,-143,133,"male"
3543,-705,570,"male"
3544,-115,105,"male"
3545,-290,260,"male"
3546,-153,143,"male"
3547,-190,175,"male"
3548,140,-150,"male"
3549,170,-185,"male"
3550,125,-135,"male"
3551,-315,258,"male"
