,r_fighter,r_reach,r_height,b_fighter,b_reach,b_height,win_type,last_round,match_type,match_length,referee,date,winner,reach_win,height_win
4783,martin kampmann,72,6'0,thales leites,78,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-11-11,martin kampmann,False,False
4784,scott smith,70,6'0,pete sell,75,5'11,ko/tko,2,3 rnd (5-5-5),00:08:25,keith peterson,2006-11-11,scott smith,False,False
4785,matt serra,68,5'6,chris lytle,68,5'11,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-11-11,matt serra,True,False
4786,anderson silva,77,6'2,rich franklin,76,6'1,ko/tko,1,5 rnd (5-5-5-5-5),00:02:59,keith peterson,2006-10-14,anderson silva,True,True
4787,carmelo marrero,73,6'0,cheick kongo,82,6'4,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-10-14,carmelo marrero,False,False
4788,yushin okami,75,6'2,kalib starnes,74,6'3,ko/tko,3,3 rnd (5-5-5),00:11:40,keith peterson,2006-10-14,yushin okami,True,False
4789,kurt pellegrino,70,5'8,junior assuncao,72,5'9,submission,1,3 rnd (5-5-5),00:02:04,keith peterson,2006-10-14,kurt pellegrino,False,False
4790,jon fitch,74,6'0,kuniyoshi hironaka,70,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-10-14,jon fitch,True,True
4791,sean sherk,67,5'6,kenny florian,74,5'10,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2006-10-14,sean sherk,False,False
4792,matt hamill,76,6'1,seth petruzelli,76,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-10-10,matt hamill,True,True
4793,tito ortiz,74,6'3,ken shamrock,72,6'1,ko/tko,1,3 rnd (5-5-5),00:02:23,keith peterson,2006-10-10,tito ortiz,True,True
4794,tony desouza,70,6'0,dustin hazelett,76,6'1,submission,1,3 rnd (5-5-5),00:03:59,keith peterson,2006-10-10,tony desouza,False,False
4795,thiago alves,70,5'9,john alessio,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-10-10,thiago alves,False,False
4796,jason macdonald,80,6'3,ed herman,77,6'1,submission,1,3 rnd (5-5-5),00:02:43,keith peterson,2006-10-10,jason macdonald,True,True
4797,marcus davis,70,5'10,forrest petz,71,5'9,submission,1,3 rnd (5-5-5),00:04:58,keith peterson,2006-10-10,marcus davis,False,True
4798,joe lauzon,71,5'10,jens pulver,70,5'7,ko/tko,1,3 rnd (5-5-5),00:00:48,keith peterson,2006-09-23,joe lauzon,True,True
4799,matt hughes,73,5'9,bj penn,70,5'9,ko/tko,3,5 rnd (5-5-5-5-5),00:13:53,keith peterson,2006-09-23,matt hughes,True,True
4800,rashad evans,75,6'0,jason lambert,75,6'3,ko/tko,2,3 rnd (5-5-5),00:07:22,keith peterson,2006-09-23,rashad evans,True,False
4801,mike swick,77,6'1,david loiseau,76,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-09-23,mike swick,True,True
4802,roger huerta,70,5'9,jason dent,71,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-09-23,roger huerta,False,False
4803,chuck liddell,76,6'2,renato sobral,75,6'1,ko/tko,1,5 rnd (5-5-5-5-5),00:01:35,keith peterson,2006-08-26,chuck liddell,True,True
4804,nick diaz,76,6'1,josh neer,72,5'11,submission,3,3 rnd (5-5-5),00:11:42,keith peterson,2006-08-26,nick diaz,True,True
4805,cheick kongo,82,6'4,christian wellisch,77,6'2,ko/tko,1,3 rnd (5-5-5),00:02:51,keith peterson,2006-08-26,cheick kongo,True,True
4806,hermes franca,71,5'6,jamie varner,71,5'8,submission,3,3 rnd (5-5-5),00:13:31,keith peterson,2006-08-26,hermes franca,True,False
4807,eric schafer,76,6'3,rob macdonald,78,6'3,submission,1,3 rnd (5-5-5),00:02:26,keith peterson,2006-08-26,eric schafer,False,True
4808,forrest griffin,77,6'3,stephan bonnar,79,6'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-08-26,forrest griffin,False,False
4809,yushin okami,75,6'2,alan belcher,75,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-08-26,yushin okami,True,True
4810,chris leben,73,5'11,jorge santiago,75,6'1,ko/tko,2,3 rnd (5-5-5),00:05:35,keith peterson,2006-08-17,chris leben,False,True
4811,diego sanchez,72,5'10,karo parisyan,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-08-17,diego sanchez,True,True
4812,josh koscheck,73,5'10,jonathan goulet,73,6'0,ko/tko,1,3 rnd (5-5-5),00:04:10,keith peterson,2006-08-17,josh koscheck,True,True
4813,tito ortiz,74,6'3,ken shamrock,72,6'1,ko/tko,1,3 rnd (5-5-5),00:01:18,keith peterson,2006-07-08,tito ortiz,True,True
4814,tim sylvia,80,6'8,andrei arlovski,77,6'3,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2006-07-08,tim sylvia,True,True
4815,jeff monson,74,5'9,anthony perosh,75,6'3,ko/tko,1,3 rnd (5-5-5),00:02:42,keith peterson,2006-07-08,jeff monson,False,False
4816,joe stevenson,70,5'7,yves edwards,73,5'9,tko - doctor's stoppage,2,3 rnd (5-5-5),00:10:00,keith peterson,2006-07-08,joe stevenson,False,False
4817,joshua burkman,72,5'10,josh neer,72,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-07-08,joshua burkman,True,False
4818,drew fickett,70,5'10,kurt pellegrino,70,5'8,submission,3,3 rnd (5-5-5),00:11:20,keith peterson,2006-07-08,drew fickett,True,True
4819,jonathan goulet,73,6'0,luke cummo,74,6'0,decision - majority,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-06-28,jonathan goulet,False,True
4820,rashad evans,75,6'0,stephan bonnar,79,6'4,decision - majority,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-06-28,rashad evans,False,False
4821,mark hominick,68,5'8,jorge gurgel,69,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-06-28,mark hominick,False,True
4822,anderson silva,77,6'2,chris leben,73,5'11,ko/tko,1,3 rnd (5-5-5),00:00:49,keith peterson,2006-06-28,anderson silva,True,True
4823,jon fitch,74,6'0,thiago alves,70,5'9,ko/tko,2,3 rnd (5-5-5),00:09:37,keith peterson,2006-06-28,jon fitch,True,True
4824,kendall grove,79,6'6,ed herman,77,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-06-24,kendall grove,True,True
4825,matt hamill,76,6'1,jesse forbes,75,6'2,ko/tko,1,3 rnd (5-5-5),00:04:47,keith peterson,2006-06-24,matt hamill,True,False
4826,kenny florian,74,5'10,sam stout,70,5'9,submission,1,3 rnd (5-5-5),00:01:46,keith peterson,2006-06-24,kenny florian,True,True
4827,keith jardine,76,6'2,wilson gouveia,76,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-06-24,keith jardine,True,True
4828,dean lister,75,6'1,alessio sakara,72,6'0,submission,1,3 rnd (5-5-5),00:02:20,keith peterson,2006-05-27,dean lister,True,True
4829,diego sanchez,72,5'10,john alessio,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-05-27,diego sanchez,True,True
4830,mike swick,77,6'1,joe riggs,70,6'0,submission,1,3 rnd (5-5-5),00:02:19,keith peterson,2006-05-27,mike swick,True,True
4831,jeremy horn,74,6'1,chael sonnen,73,6'1,submission,2,3 rnd (5-5-5),00:06:17,keith peterson,2006-05-27,jeremy horn,True,True
4832,spencer fisher,68,5'7,matt wiman,68,5'10,ko/tko,2,3 rnd (5-5-5),00:06:43,keith peterson,2006-05-27,spencer fisher,True,False
4833,tim sylvia,80,6'8,andrei arlovski,77,6'3,ko/tko,1,5 rnd (5-5-5-5-5),00:02:43,keith peterson,2006-04-15,tim sylvia,True,True
4834,tito ortiz,74,6'3,forrest griffin,77,6'3,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-04-15,tito ortiz,False,True
4835,sean sherk,67,5'6,nick diaz,76,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-04-15,sean sherk,False,False
4836,karo parisyan,72,5'10,nick thompson,74,6'1,ko/tko,1,3 rnd (5-5-5),00:04:44,keith peterson,2006-04-15,karo parisyan,False,False
4837,jason lambert,75,6'3,terry martin,71,5'8,ko/tko,2,3 rnd (5-5-5),00:07:37,keith peterson,2006-04-15,jason lambert,True,True
4838,stephan bonnar,79,6'4,keith jardine,76,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-04-06,stephan bonnar,True,True
4839,chris leben,73,5'11,luigi fioravanti,70,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-04-06,chris leben,True,True
4840,jon fitch,74,6'0,joshua burkman,72,5'10,submission,2,3 rnd (5-5-5),00:09:57,keith peterson,2006-04-06,jon fitch,True,True
4841,josh neer,72,5'11,joe stevenson,70,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-04-06,josh neer,True,True
4842,chael sonnen,73,6'1,trevor prangley,75,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-04-06,chael sonnen,False,True
4843,jason lambert,75,6'3,rob macdonald,78,6'3,submission,1,3 rnd (5-5-5),00:01:54,keith peterson,2006-03-04,jason lambert,False,True
4844,georges st-pierre,76,5'11,bj penn,70,5'9,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-03-04,georges st-pierre,True,True
4845,rich franklin,76,6'1,david loiseau,76,6'0,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2006-03-04,rich franklin,True,True
4846,sam stout,70,5'9,spencer fisher,68,5'7,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-03-04,sam stout,True,True
4847,mark hominick,68,5'8,yves edwards,73,5'9,submission,2,3 rnd (5-5-5),00:06:52,keith peterson,2006-03-04,mark hominick,False,False
4848,nate marquardt,74,6'0,joe doerksen,75,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-03-04,nate marquardt,False,True
4849,joe riggs,70,6'0,nick diaz,76,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-02-04,joe riggs,False,False
4850,alessio sakara,72,6'0,elvis sinosic,77,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-02-04,alessio sakara,False,False
4851,chuck liddell,76,6'2,randy couture,75,6'1,ko/tko,2,5 rnd (5-5-5-5-5),00:06:28,keith peterson,2006-02-04,chuck liddell,True,True
4852,josh neer,72,5'11,melvin guillard,71,5'9,submission,1,3 rnd (5-5-5),00:04:20,keith peterson,2006-01-16,josh neer,True,True
4853,duane ludwig,70,5'10,jonathan goulet,73,6'0,ko/tko,1,3 rnd (5-5-5),00:00:06,keith peterson,2006-01-16,duane ludwig,False,True
4854,spencer fisher,68,5'7,aaron riley,69,5'8,tko - doctor's stoppage,1,3 rnd (5-5-5),00:05:00,keith peterson,2006-01-16,spencer fisher,False,False
4855,joshua burkman,72,5'10,drew fickett,70,5'10,submission,1,3 rnd (5-5-5),00:01:07,keith peterson,2006-01-16,joshua burkman,True,True
4856,chris leben,73,5'11,jorge rivera,73,6'1,ko/tko,1,3 rnd (5-5-5),00:01:44,keith peterson,2006-01-16,chris leben,True,True
4857,stephan bonnar,79,6'4,james irvin,75,6'2,submission,1,3 rnd (5-5-5),00:04:30,keith peterson,2006-01-16,stephan bonnar,True,True
4858,rich franklin,76,6'1,nate quarry,72,6'0,ko/tko,1,5 rnd (5-5-5-5-5),00:02:34,keith peterson,2005-11-19,rich franklin,True,True
4859,georges st-pierre,76,5'11,sean sherk,67,5'6,ko/tko,2,3 rnd (5-5-5),00:07:53,keith peterson,2005-11-19,georges st-pierre,True,True
4860,jeremy horn,74,6'1,trevor prangley,75,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-11-19,jeremy horn,False,True
4861,matt hughes,73,5'9,joe riggs,70,6'0,submission,1,3 rnd (5-5-5),00:03:28,keith peterson,2005-11-19,matt hughes,True,False
4862,diego sanchez,72,5'10,nick diaz,76,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-11-05,diego sanchez,False,False
4863,joe stevenson,70,5'7,luke cummo,74,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-11-05,joe stevenson,False,False
4864,melvin guillard,71,5'9,marcus davis,70,5'10,tko - doctor's stoppage,2,3 rnd (5-5-5),00:07:55,keith peterson,2005-11-05,melvin guillard,True,False
4865,andrei arlovski,77,6'3,paul buentello,77,6'2,ko/tko,1,5 rnd (5-5-5-5-5),00:00:15,keith peterson,2005-10-07,andrei arlovski,True,True
4866,joe riggs,70,6'0,chris lytle,68,5'11,tko - doctor's stoppage,2,3 rnd (5-5-5),00:07:00,keith peterson,2005-10-07,joe riggs,True,False
4867,forrest griffin,77,6'3,elvis sinosic,77,6'3,ko/tko,1,3 rnd (5-5-5),00:03:30,keith peterson,2005-10-07,forrest griffin,True,True
4868,renato sobral,75,6'1,chael sonnen,73,6'1,submission,2,3 rnd (5-5-5),00:06:20,keith peterson,2005-10-07,renato sobral,True,True
4869,jorge rivera,73,6'1,dennis hallman,72,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-10-07,jorge rivera,True,True
4870,jon fitch,74,6'0,brock larson,71,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-10-03,jon fitch,True,False
4871,spencer fisher,68,5'7,thiago alves,70,5'9,submission,2,3 rnd (5-5-5),00:09:43,keith peterson,2005-10-03,spencer fisher,False,False
4872,david loiseau,76,6'0,evan tanner,74,6'0,tko - doctor's stoppage,2,3 rnd (5-5-5),00:09:15,keith peterson,2005-10-03,david loiseau,True,True
4873,drew fickett,70,5'10,josh koscheck,73,5'10,submission,3,3 rnd (5-5-5),00:14:28,keith peterson,2005-10-03,drew fickett,False,True
4874,jonathan goulet,73,6'0,jay hieron,75,6'0,tko - doctor's stoppage,3,3 rnd (5-5-5),00:11:05,keith peterson,2005-10-03,jonathan goulet,False,True
4875,chuck liddell,76,6'2,jeremy horn,74,6'1,ko/tko,4,5 rnd (5-5-5-5-5),00:17:46,keith peterson,2005-08-20,chuck liddell,True,True
4876,trevor prangley,75,6'1,travis lutter,75,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-08-20,trevor prangley,True,True
4877,georges st-pierre,76,5'11,frank trigg,71,5'9,submission,1,3 rnd (5-5-5),00:04:09,keith peterson,2005-08-20,georges st-pierre,True,True
4878,james irvin,75,6'2,terry martin,71,5'8,ko/tko,2,3 rnd (5-5-5),00:05:09,keith peterson,2005-08-20,james irvin,True,True
4879,matt lindland,74,6'0,joe doerksen,75,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-08-20,matt lindland,False,True
4880,kenny florian,74,5'10,alex karalexis,66,5'8,tko - doctor's stoppage,2,3 rnd (5-5-5),00:07:52,keith peterson,2005-08-06,kenny florian,True,True
4881,drew fickett,70,5'10,josh neer,72,5'11,submission,1,3 rnd (5-5-5),00:01:35,keith peterson,2005-08-06,drew fickett,False,False
4882,nate quarry,72,6'0,pete sell,75,5'11,ko/tko,1,3 rnd (5-5-5),00:00:42,keith peterson,2005-08-06,nate quarry,False,False
4883,chris leben,73,5'11,patrick cote,75,5'11,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-08-06,chris leben,False,True
4884,david loiseau,76,6'0,charles mccarthy,71,5'10,ko/tko,2,3 rnd (5-5-5),00:07:10,keith peterson,2005-06-04,david loiseau,True,True
4885,rich franklin,76,6'1,evan tanner,74,6'0,tko - doctor's stoppage,4,5 rnd (5-5-5-5-5),00:18:25,keith peterson,2005-06-04,rich franklin,True,True
4886,karo parisyan,72,5'10,matt serra,68,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-06-04,karo parisyan,True,True
4887,matt hughes,73,5'9,frank trigg,71,5'9,submission,1,5 rnd (5-5-5-5-5),00:04:05,keith peterson,2005-04-16,matt hughes,True,True
4888,joe doerksen,75,6'0,patrick cote,75,5'11,submission,3,3 rnd (5-5-5),00:12:35,keith peterson,2005-04-16,joe doerksen,True,False
4889,chuck liddell,76,6'2,randy couture,75,6'1,ko/tko,1,5 rnd (5-5-5-5-5),00:02:06,keith peterson,2005-04-16,chuck liddell,True,True
4890,matt lindland,74,6'0,travis lutter,75,5'11,submission,2,3 rnd (5-5-5),00:08:13,keith peterson,2005-04-16,matt lindland,False,False
4891,rich franklin,76,6'1,ken shamrock,72,6'1,ko/tko,1,3 rnd (5-5-5),00:02:42,keith peterson,2005-04-09,rich franklin,True,True
4892,forrest griffin,77,6'3,stephan bonnar,79,6'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-04-09,forrest griffin,False,False
4893,diego sanchez,72,5'10,kenny florian,74,5'10,ko/tko,1,3 rnd (5-5-5),00:02:49,keith peterson,2005-04-09,diego sanchez,False,True
4894,andrei arlovski,77,6'3,tim sylvia,80,6'8,submission,1,5 rnd (5-5-5-5-5),00:00:47,keith peterson,2005-02-05,andrei arlovski,False,False
4895,karo parisyan,72,5'10,chris lytle,68,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-02-05,karo parisyan,True,False
4896,pete sell,75,5'11,phil baroni,72,5'9,submission,3,3 rnd (5-5-5),00:14:19,keith peterson,2005-02-05,pete sell,True,True
4897,tito ortiz,74,6'3,vitor belfort,74,6'0,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2005-02-05,tito ortiz,True,True
4898,mike kyle,77,6'4,james irvin,75,6'2,ko/tko,1,3 rnd (5-5-5),00:01:55,keith peterson,2005-02-05,mike kyle,True,True
4899,nick diaz,76,6'1,drew fickett,70,5'10,ko/tko,1,3 rnd (5-5-5),00:04:40,keith peterson,2005-02-05,nick diaz,True,True
4900,tito ortiz,74,6'3,patrick cote,75,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2004-10-22,tito ortiz,False,True
4901,matt hughes,73,5'9,georges st-pierre,76,5'11,submission,1,5 rnd (5-5-5-5-5),00:04:59,keith peterson,2004-10-22,matt hughes,False,False
4902,evan tanner,74,6'0,robbie lawler,74,5'11,submission,1,3 rnd (5-5-5),00:02:22,keith peterson,2004-10-22,evan tanner,True,False
4903,travis lutter,75,5'11,marvin eastman,73,5'9,ko/tko,2,3 rnd (5-5-5),00:05:33,keith peterson,2004-10-22,travis lutter,True,True
4904,rich franklin,76,6'1,jorge rivera,73,6'1,submission,3,3 rnd (5-5-5),00:14:28,keith peterson,2004-10-22,rich franklin,True,True
4905,karo parisyan,72,5'10,nick diaz,76,6'1,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2004-08-21,karo parisyan,False,False
4906,joe riggs,70,6'0,joe doerksen,75,6'0,ko/tko,2,3 rnd (5-5-5),00:08:39,keith peterson,2004-08-21,joe riggs,False,True
4907,yves edwards,73,5'9,josh thomson,71,5'10,ko/tko,1,3 rnd (5-5-5),00:04:32,keith peterson,2004-08-21,yves edwards,True,False
4908,randy couture,75,6'1,vitor belfort,74,6'0,tko - doctor's stoppage,3,5 rnd (5-5-5-5-5),00:15:00,keith peterson,2004-08-21,randy couture,True,True
4909,georges st-pierre,76,5'11,jay hieron,75,6'0,ko/tko,1,3 rnd (5-5-5),00:01:42,keith peterson,2004-06-19,georges st-pierre,True,True
4910,evan tanner,74,6'0,phil baroni,72,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2004-06-19,evan tanner,True,True
4911,matt serra,68,5'6,ivan menjivar,64,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2004-06-19,matt serra,True,True
4912,frank mir,79,6'3,tim sylvia,80,6'8,submission,1,5 rnd (5-5-5-5-5),00:00:50,keith peterson,2004-06-19,frank mir,False,False
4913,frank trigg,71,5'9,dennis hallman,72,5'9,ko/tko,1,3 rnd (5-5-5),00:04:15,keith peterson,2004-06-19,frank trigg,False,True
4914,yves edwards,73,5'9,hermes franca,71,5'6,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2004-04-02,yves edwards,True,True
4915,nick diaz,76,6'1,robbie lawler,74,5'11,ko/tko,2,3 rnd (5-5-5),00:06:31,keith peterson,2004-04-02,nick diaz,True,True
4916,chuck liddell,76,6'2,tito ortiz,74,6'3,ko/tko,2,3 rnd (5-5-5),00:05:38,keith peterson,2004-04-02,chuck liddell,True,False
4917,vitor belfort,74,6'0,randy couture,75,6'1,tko - doctor's stoppage,1,5 rnd (5-5-5-5-5),00:00:49,keith peterson,2004-01-31,vitor belfort,False,False
4918,georges st-pierre,76,5'11,karo parisyan,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2004-01-31,georges st-pierre,True,True
4919,josh thomson,71,5'10,hermes franca,71,5'6,decision - majority,3,3 rnd (5-5-5),00:15:00,keith peterson,2004-01-31,josh thomson,True,True
4920,matt serra,68,5'6,jeff curran,69,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2004-01-31,matt serra,False,True
4921,bj penn,70,5'9,matt hughes,73,5'9,submission,1,5 rnd (5-5-5-5-5),00:04:39,keith peterson,2004-01-31,bj penn,False,True
4922,evan tanner,74,6'0,phil baroni,72,5'9,ko/tko,1,3 rnd (5-5-5),00:04:42,keith peterson,2003-11-21,evan tanner,True,True
4923,robbie lawler,74,5'11,chris lytle,68,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2003-11-21,robbie lawler,True,True
4924,matt hughes,73,5'9,frank trigg,71,5'9,submission,1,5 rnd (5-5-5-5-5),00:03:54,keith peterson,2003-11-21,matt hughes,True,True
4925,andrei arlovski,77,6'3,vladimir matyushenko,74,6'0,ko/tko,1,3 rnd (5-5-5),00:01:59,keith peterson,2003-09-26,andrei arlovski,True,True
4926,jorge rivera,73,6'1,david loiseau,76,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2003-09-26,jorge rivera,False,True
4927,randy couture,75,6'1,tito ortiz,74,6'3,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2003-09-26,randy couture,True,False
4928,hermes franca,71,5'6,caol uno,70,5'7,ko/tko,2,3 rnd (5-5-5),00:07:46,keith peterson,2003-09-26,hermes franca,True,False
4929,randy couture,75,6'1,chuck liddell,76,6'2,ko/tko,3,5 rnd (5-5-5-5-5),00:12:39,keith peterson,2003-06-06,randy couture,False,False
4930,vitor belfort,74,6'0,marvin eastman,73,5'9,ko/tko,1,3 rnd (5-5-5),00:01:07,keith peterson,2003-06-06,vitor belfort,True,True
4931,rich franklin,76,6'1,evan tanner,74,6'0,ko/tko,1,3 rnd (5-5-5),00:02:40,keith peterson,2003-04-25,rich franklin,True,True
4932,matt hughes,73,5'9,sean sherk,67,5'6,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2003-04-25,matt hughes,True,True
4933,matt lindland,74,6'0,phil baroni,72,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2003-02-28,matt lindland,True,True
4934,bj penn,70,5'9,caol uno,70,5'7,decision - split,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2003-02-28,vladimir matyushenko,False,False
4935,yves edwards,73,5'9,rich clementi,72,5'9,submission,3,3 rnd (5-5-5),00:14:07,keith peterson,2003-02-28,yves edwards,True,True
4936,chuck liddell,76,6'2,renato sobral,75,6'1,ko/tko,1,3 rnd (5-5-5),00:02:55,keith peterson,2002-11-22,chuck liddell,True,True
